timestamp,mean_degree
20190120,5.699208443271768
20190121,6.153846153846154
20190123,6.122923588039867
20190128,5.841463414634147
20190129,5.62774363476734
20190130,5.191449814126394
20190220,9.802163833075735
20190225,12.499004644990046
20190226,12.563985672419408
20190227,12.890310201471058
20190228,13.446445497630332
20190303,14.159015901590159
20190304,14.307646710136337
20190306,14.457386363636363
20190311,14.021381103727247
20190312,13.978494623655914
20190313,13.818872334209757
20190314,13.631733021077283
20190317,13.200595238095238
20190318,13.138755980861244
20190428,16.038684719535784
20190429,16.029489968576264
20190501,16.02461984069515
20190506,15.987301587301587
20190507,15.943276283618582
20190508,15.898089171974522
20190509,15.838329238329239
20190617,14.245296167247387
20190618,14.252499418739827
20190619,14.241283124128312
20190620,14.261389783709157
20190623,14.204477267482114
20190624,14.200786490862827
20190626,14.176689976689977
20190715,13.345721495755907
20190716,13.332876712328767
20190717,13.40364464692483
20190718,13.404767309875142
20190721,13.58748866727108
20190722,13.619995476136621
20190724,13.65644724977457
20190729,13.705921787709498
20190730,13.577911915940085
20190731,13.448198702170508
20190801,13.496084135153279
20190804,13.03644251626898
20190805,12.996105581999135
20190807,12.860038818201422
20190812,12.740931530371324
20190813,12.712147134302823
20190814,12.683104631217839
20190815,12.150472914875323
20190818,12.235039965435298
20190819,12.24167747514051
20190821,12.184855717075287
20190826,12.214655172413794
20190827,12.265836375348938
20190828,12.26018002571796
20190829,12.253533190578159
20190901,12.22126745435016
20190902,12.202967103848636
20190904,12.288983050847458
20190909,12.383902233459755
20190910,12.387110362257793
20190911,12.36970205623164
20190912,12.264358108108109
20190915,12.315521628498727
20190916,12.308733347430746
20190918,12.312592280109682
20190923,12.280731246060096
20190924,12.308693826123477
20190925,12.30065085030443
20190926,12.293647454774927
20190929,12.273966855464653
20190930,12.293154136917261
20191002,12.338753959873284
20191007,12.233446519524618
20191008,12.145842217484008
20191009,12.073394495412844
20191010,12.034188034188034
20191013,12.176314626601856
20191014,12.156215621562156
20191016,12.186782231852654
20191021,12.059636992221263
20191022,12.085868392664509
20191023,12.111158983196898
20191024,12.118684153945388
20191027,12.157399486740804
20191028,12.146091413925673
20191030,12.08922091782284
20191104,12.092983578588186
20191105,12.035261234143196
20191106,12.010748065348237
20191107,12.017604121940748
20191110,11.980236305048335
20191111,11.969032258064516
20191113,11.904638058084092
20191118,11.168831168831169
20200127,12.04456415279138
20200128,12.062224399804018
20200129,12.058219178082192
20200130,12.108267716535433
20200202,11.541605224352223
20200203,11.630518819938962
20200205,11.678058645096057
20200210,11.571975035232535
20200211,11.57439098047111
20200212,11.573344006403842
20200213,11.627118644067796
20200216,11.657618387160689
20200217,11.7364371670941
20200219,11.771597633136095
20200224,11.670111287758347
20200225,11.669181890389197
20200226,11.660190325138778
20200227,11.60190136660725
20200301,11.555115772808232
20200302,11.47558344773485
20200304,11.472342094939192
20200309,11.414643696162882
20200310,11.382687034860949
20200311,11.319474406746421
20200312,11.29245283018868
20200315,11.19778042013476
20200316,11.206712734452122
20200318,11.195040346388506
20200323,10.855672225653695
20200324,10.861310869118553
20200325,10.857260049220672
20200326,11.059718969555036
20200329,11.124374278013091
20200330,11.130867982372102
20200401,11.130701418167881
20200406,10.952453987730062
20200407,10.969348659003831
20200408,10.972621098985258
20200409,11.010325047801148
20200412,11.059965733866362
20200413,11.065246338215712
20200415,11.05134567665585
20200420,11.022188507490991
20200421,10.927514515826934
20200422,10.938501677226984
20200423,10.927293064876958
20200426,10.727440828402367
20200427,10.687799483966089
20200429,10.690568119139547
20200504,10.569292487235595
20200505,10.577266922094509
20200506,10.520971302428256
20200507,10.525892040256176
20200510,10.47818247385503
20200511,10.412623985572587
20200513,10.381332849101144
20200518,10.366866050389705
20200519,10.370786516853933
20200520,10.371402714932128
20200521,10.346685827195977
20200524,10.112665949049157
20200525,10.100125605598421
20200527,10.094589752776782
20200601,10.025808796801163
20200602,10.014158649482665
20200603,10.00543379822496
20200604,9.754784688995215
20200610,9.71363463729586
20200615,10.070052539404553
20200616,10.088245552842693
20200617,10.10033095279568
20200618,10.103286384976526
20200621,10.210435383552177
20200622,10.20978298312091
20200624,10.227438706311945
20200629,10.219121447028424
20200630,10.203008818952101
20200701,10.238867794269934
20200702,10.258531540847983
20200705,10.269539935009407
20200706,10.249572649572649
20200708,10.221463914007849
20200713,10.270472307169555
20200714,10.268956137368242
20200715,10.25952380952381
20200716,10.257779289236524
20200719,10.21693301598096
20200720,10.222599830076465
20200722,10.223015468298486
20200727,10.153636981645139
20200728,10.15248768891153
20200729,10.165676455610253
20200730,10.162281446273978
20200802,10.105298798036229
20200803,10.117050067659
20200805,10.04640921409214
20200810,10.070671378091873
20200811,10.137555328566565
20200812,10.139566626855485
20200813,10.134720327421554
20200816,10.117146262557466
20200817,10.125297923050733
20200819,10.138590203106332
20200824,10.173794513545749
20200825,10.153950262222974
20200826,10.131525423728814
20200827,10.121150592216582
20200830,10.077454116854689
20200831,10.107454667562122
20200902,10.034575360859348
20200907,10.028079558749791
20200908,10.064244870501177
20200909,10.091823056300267
20200910,10.145005011693952
20200913,10.159519439345903
20200914,10.158123953098828
20200916,10.152559384409502
20200921,9.972282517949575
20200922,9.897921243873585
20200923,9.88287068381855
20200924,9.896042924211939
20200927,9.893997659254305
20200928,9.901391916820392
20200930,9.90332326283988
20201005,10.00804289544236
20201006,10.095622895622895
20201007,10.131663564054831
20201008,10.128573845373033
20201011,10.110284167794317
20201012,10.089804186360567
20201014,10.041925205433506
20201019,10.013308933621694
20201020,9.99001996007984
20201021,9.961448986374212
20201022,9.959434746467165
20201025,9.812510425354462
20201026,9.791194129419614
20201102,9.610586648685098
20201103,9.56739387789616
20201104,9.520121232530729
20201105,9.467973635288153
20201108,9.402426693629929
20201109,9.368597254770673
20201117,9.43089960886571
20201118,9.428524910452621
20201119,9.428571428571429
20201122,9.389317889317889
20201123,9.383429672447013
20201201,9.125335862177968
20201202,9.112340022120398
20201203,9.104156788367314
20201206,9.074307304785894
20201207,9.070577164366373
20201215,9.099017620458444
20201216,9.114303560274829
20201220,9.05077331666927
20201221,9.054142611951942
20201229,8.926296353285121
20201230,8.877460705020601
20210103,8.847274365520349
20210104,8.827110511321038
20210112,8.769570986289253
20210113,8.767078916372203
20210117,8.698640152069016
20210126,8.591819221967963
20210127,8.584948688711517
20210131,8.547003692132916
20210209,8.416392543859649
20210210,8.415673379915058
20210214,8.392258416246422
20210223,8.053305731659982
20210224,8.019896640826873
20210228,7.960081362827358
20210309,8.140390962173141
20210310,8.157294832826748
20210314,8.127702617271463
20210323,7.945426132948672
20210324,7.945933014354067
20210328,7.823305231550988
20210406,7.807129288188625
20210407,7.800379591381043
20210411,7.817639916105531
20210420,7.785149384885765
20210421,7.765196401141101
20210425,7.675256606245905
20210504,7.694509221963112
20210505,7.731333826169606
20210509,7.819603753910323
20210518,8.051612903225806
20210519,8.030936283548453
20210523,7.965605486743781
20210601,8.041224734840904
20210602,8.069117059528566
20210606,8.175913129318856
20210615,8.22536294587059
20210616,8.241289951050964
20210620,8.291934873154108
20210629,8.258806080830553
20210630,8.254659531278834
20210704,8.245203727389
20210713,8.661341853035143
20210714,8.702018413597735
20210718,8.80947834389376
20210727,9.059413514662133
20210728,9.04833836858006
20210801,9.150798246339647
20210810,9.324255046459468
20210811,9.344039629274528
20210815,9.30251572327044
20210824,9.25804004854369
20210825,9.247883917775091
20210829,9.209160984286985
20210907,9.247050307636627
20210908,9.202500363424916
20210912,9.307257037770547
20210921,9.293547493769038
20210926,9.238502064644738
20211010,9.185090702947846
20220222,8.21639488761569
20220227,8.624821229938027
20220308,8.7074930230109
20220313,8.650084139671856
20220322,8.612886382623225
20220327,8.637151508823223
20220405,8.579321892005023
20220410,8.688203150112503
20220419,8.675531346790558
20220424,8.687752498405274
20220503,9.95813605781211
20220508,10.000504891132849
20220517,9.95468602082676
20220522,9.960599194360524
20220531,9.977048974728788
20220605,9.91195206559445
20230604,8.349429912810194
20230618,8.360071066657893
20230702,8.834239338488631
20230716,8.504900662251655
